Ordered Time,From_Suburb,From_State,From_State,To_Suburb,To_State,To_Postcode,Items,Weight,Volume,Allowed Time (Days)
TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,TEXT,INT,REAL,REAL,INT
4/05/2020 13:22,CARRUM DOWNS,VIC,3201,WELSHPOOL,WA,6106,1,3,0.009,
4/05/2020 13:22,BAYSWATER,VIC,3153,DUBBO,NSW,2830,1,6.3,0.0707,
4/05/2020 13:23,TRUGANINA,VIC,3029,ST ALBANS PARK,VIC,3219,1,0.05,0.0034,
4/05/2020 13:23,TRUGANINA,VIC,3029,COWRA,NSW,2794,5,31.35,0.211,
4/05/2020 13:23,DANDENONG SOUTH,VIC,3175,SOUTH MELBOURNE,VIC,3205,1,1,0,
4/05/2020 13:24,CLAYTON,VIC,3168,KENT TOWN,SA,5067,1,195,2.0857,
4/05/2020 13:26,DANDENONG SOUTH,VIC,3175,UMINA BEACH,NSW,2257,1,3,0.0012,
4/05/2020 13:26,TRUGANINA,VIC,3029,GLENORCHY,TAS,7010,1,6.15,0.0308,
4/05/2020 13:29,MOUNT WAVERLY,VIC,3149,BIRTINYA,QLD,4575,1,1,0.0055,
4/05/2020 13:30,CAMPBELLFIELD,VIC,3061,ROZELLE,NSW,2039,1,129,0.3564,
4/05/2020 13:30,TRUGANINA,VIC,3029,INNISFAIL,QLD,4860,1,10.48,0.1108,
4/05/2020 13:32,PORT MELBOURNE,VIC,3207,ACACIA RIDGE,QLD,4110,4,42,0.23,
4/05/2020 13:33,MOUNT WAVERLY,VIC,3149,FOOTSCRAY,VIC,3011,1,4,0.0229,
4/05/2020 13:35,DERRIMUT,VIC,3026,WODONGA,VIC,3690,1,23,0.1186,
4/05/2020 13:35,TRUGANINA,VIC,3029,OXLEY,QLD,4075,1,6.6,0.1517,
4/05/2020 13:36,ARNDELL PARK,NSW,2148,MENDOORAN,NSW,2842,2,40.4,0.0364,
4/05/2020 13:36,TRUGANINA,VIC,3029,HINCHINBROOK,NSW,2168,1,2.3,0.0422,
4/05/2020 13:37,TRUGANINA,VIC,3029,WARRAGUL,VIC,3820,1,6.15,0.0308,
4/05/2020 13:37,PORT MELBOURNE,VIC,3207,SALE,VIC,3850,1,1.4,0.0074,
4/05/2020 13:39,CAMPBELLFIELD,VIC,3061,GARBUTT,QLD,4814,1,208,0.6727,
4/05/2020 13:40,TRUGANINA,VIC,3029,LOWER CREEK,NSW,2440,1,0.13,0.0078,
4/05/2020 13:41,TRUGANINA,VIC,3029,ORBOST,VIC,3888,1,4.14,0.0308,
4/05/2020 13:41,TRUGANINA,VIC,3029,GRIFFITH,NSW,2680,2,29.06,0.0616,
4/05/2020 13:42,PORT MELBOURNE,VIC,3207,MOOREBANK,NSW,2170,1,30,0.144,
4/05/2020 13:42,AUBURN,NSW,2144,GOULBURN,NSW,2580,1,1,0.0039,
4/05/2020 13:42,MOUNT WAVERLY,VIC,3149,BUDERIM,QLD,4556,1,3,0.0128,
4/05/2020 13:43,PORT MELBOURNE,VIC,3207,CHESTER HILL,NSW,2162,1,1,0.0137,
4/05/2020 13:45,MOUNT WAVERLY,VIC,3149,COOLOONGUP,WA,6168,2,12,0.0384,
4/05/2020 13:46,TRUGANINA,VIC,3029,MANDURAH,WA,6210,1,0.02,0.0034,
4/05/2020 13:47,LANE COVE,NSW,2066,SPRING HILL,QLD,4000,2,35,0.0732,
4/05/2020 13:47,TRUGANINA,VIC,3029,TOOWOOMBA,QLD,4350,2,10.49,0.1142,
4/05/2020 13:47,CLAYTON,VIC,3168,NOARLUNGA CENTRE,SA,5168,1,160,1.0765,
4/05/2020 13:48,PORT MELBOURNE,VIC,3207,TWEED HEADS SOUTH,NSW,2486,2,19.2,0.0581,
4/05/2020 13:48,MOUNT WAVERLY,VIC,3149,MAYFIELD WEST,NSW,2304,2,14,0.0312,
4/05/2020 13:49,CLAYTON,VIC,3168,SHEPPARTON,VIC,3630,1,150,1.0765,
4/05/2020 13:50,LANE COVE,NSW,2066,INNISFAIL,QLD,4860,1,2,0.0039,
4/05/2020 13:53,AUBURN,NSW,2144,ALBION PARK RAIL,NSW,2527,1,6,0.0102,
4/05/2020 13:53,MOUNT WAVERLY,VIC,3149,WARATAH,NSW,2298,1,1,0.0071,
4/05/2020 13:53,ARNDELL PARK,NSW,2148,WARNERS BAY,NSW,2282,4,57.7,0.0516,
4/05/2020 13:53,KEYSBOROUGH,VIC,3173,CAIRNS,QLD,4870,5,58,0.2134,
4/05/2020 13:53,HAZELMERE,WA,6055,MALAGA,WA,6090,1,15.33,0.0308,
4/05/2020 13:54,PORT MELBOURNE,VIC,3207,RICHLANDS,QLD,4077,1,3,0.0203,
4/05/2020 13:56,PORT MELBOURNE,VIC,3207,BELLINGEN,NSW,2454,1,5.8,0.018,
4/05/2020 13:57,EASTERN CREEK,NSW,2766,LIDCOMBE,NSW,2141,1,35,0.8892,
4/05/2020 13:59,TRUGANINA,VIC,3029,FRANKSTON,VIC,3199,1,1.11,0.0078,
4/05/2020 13:59,SEFTON PARK,SA,5083,WHYALLA,SA,5600,1,5,0.064,
4/05/2020 14:00,DANDENONG SOUTH,VIC,3175,SYDNEY,NSW,2000,1,3,0.0012,
4/05/2020 14:03,DANDENONG SOUTH,VIC,3175,CHELSEA HEIGHTS,VIC,3196,1,5,0.008,
4/05/2020 14:03,GREENACRE,NSW,2190,PIALLIGO,ACT,2609,1,4,0.0083,
4/05/2020 14:04,HAZELMERE,WA,6055,WONTHELLA,WA,6530,1,41.48,0.0308,
4/05/2020 14:04,REGENTS PARK,NSW,2143,COOPERS PLAINS,QLD,4108,3,48,0.144,
4/05/2020 14:04,TRUGANINA,VIC,3029,CANNON HILL,QLD,4170,2,14,0.1384,
4/05/2020 14:05,TRUGANINA,VIC,3029,KEYSBOROUGH,VIC,3173,1,0.05,0.0034,
4/05/2020 14:06,BRAESIDE,VIC,3195,SOUTH KEMPSEY,NSW,2440,1,3,0.0131,
4/05/2020 14:07,MOUNT WAVERLY,VIC,3149,SOUTHPORT,QLD,4215,1,9,0.0774,
4/05/2020 14:08,TRUGANINA,VIC,3029,RAVENHALL,VIC,3023,1,0.65,0.0078,
4/05/2020 14:08,DANDENONG SOUTH,VIC,3175,DANDENONG SOUTH,VIC,3175,4,5,0.023,
4/05/2020 14:09,MOUNT WAVERLY,VIC,3149,WARRNAMBOOL,VIC,3280,1,1,0.0071,
4/05/2020 14:09,TRUGANINA,VIC,3029,MOORABBIN,VIC,3189,1,0.05,0.0034,
4/05/2020 14:10,KEYSBOROUGH,VIC,3173,ARNDELL PARK,NSW,2148,5,850,7.6601,
4/05/2020 14:12,TRUGANINA,VIC,3029,KUNDA PARK,QLD,4556,5,41.79,0.3679,
4/05/2020 14:12,BRAESIDE,VIC,3195,WELLAND,SA,5007,1,6,0.0222,
4/05/2020 14:13,MILPERRA,NSW,2214,INGLEBURN,NSW,2565,1,2,0.0059,
4/05/2020 14:14,TRUGANINA,VIC,3029,RHODES,NSW,2138,1,0.22,0.0349,
4/05/2020 14:17,TRUGANINA,VIC,3029,MURWILLUMBAH,NSW,2484,6,55.02,0.3126,
4/05/2020 14:17,TRUGANINA,VIC,3029,GLEN IRIS,VIC,3146,1,1.2,0.0349,
4/05/2020 14:17,MOUNT WAVERLY,VIC,3149,HEIDELBERG,VIC,3084,1,1,0.0071,
4/05/2020 14:18,HAZELMERE,WA,6055,OSBORNE PARK,WA,6017,1,1.77,0.0308,
4/05/2020 14:19,TRUGANINA,VIC,3029,KINGSTON,TAS,7050,1,3.96,0,
4/05/2020 14:20,TRUGANINA,VIC,3029,WARANA,QLD,4575,1,10.48,0.1108,
4/05/2020 14:22,MILPERRA,NSW,2214,SEVEN HILLS,NSW,2147,2,9,0.0714,
4/05/2020 14:22,AUBURN,NSW,2144,KEWDALE,WA,6105,2,36,0.0726,
4/05/2020 14:23,SUNSHINE NORTH,VIC,3020,AUBURN,NSW,2144,1,55,0.0083,
4/05/2020 14:24,TRUGANINA,VIC,3029,OLD REYNELLA,SA,5161,1,0.05,0.0034,
4/05/2020 14:24,PORT MELBOURNE,VIC,3207,WARRAGUL,VIC,3820,1,1.2,0.012,
4/05/2020 14:26,ROWVILLE,VIC,3178,HENDRA,QLD,4011,1,13,0.0274,
4/05/2020 14:27,PORT MELBOURNE,VIC,3207,CURRAJONG,QLD,4812,1,1,0.0137,
4/05/2020 14:28,TRUGANINA,VIC,3029,LAVINGTON,NSW,2641,1,0.52,0.0349,
4/05/2020 14:30,MANSFIELD,QLD,4122,BRISBANE,QLD,4001,1,1,0.0021,
4/05/2020 14:30,KEYSBOROUGH,VIC,3173,ACACIA RIDGE,QLD,4110,1,210,1.44,
4/05/2020 14:31,PORT MELBOURNE,VIC,3207,ALLENBY GARDENS,SA,5009,1,9.8,0.0325,
4/05/2020 14:32,REGENTS PARK,NSW,2143,ERSKINE PARK,NSW,2759,1,55,0.792,
4/05/2020 14:32,MOUNT WAVERLY,VIC,3149,NEDLANDS,WA,6009,1,2,0.0092,
4/05/2020 14:34,TRUGANINA,VIC,3029,HILLSDALE,NSW,2036,2,17,0.1384,
4/05/2020 14:35,TRUGANINA,VIC,3029,CLEVELAND,QLD,4163,1,16,0.1457,
4/05/2020 14:36,TRUGANINA,VIC,3029,MYAREE,WA,6154,1,63.69,1.44,
4/05/2020 14:36,TRUGANINA,VIC,3029,SOUTH LISMORE,NSW,2480,3,10.82,0.1753,
4/05/2020 14:37,TRUGANINA,VIC,3029,EAST BENDIGO,VIC,3550,1,1.11,0.0308,
4/05/2020 14:37,TRUGANINA,VIC,3029,KINGSGROVE,NSW,2208,6,28.65,0.1866,
4/05/2020 14:38,BRAESIDE,VIC,3195,WETHERILL PARK,NSW,2164,1,335,2.4734,
4/05/2020 14:40,TRUGANINA,VIC,3029,DEVONPORT,TAS,7310,1,33.11,0.1447,
4/05/2020 14:40,MOUNT WAVERLY,VIC,3149,PARRAMATTA,NSW,2150,1,1,0.0156,
4/05/2020 14:42,AUBURN,NSW,2144,WINNELLIE,NT,820,1,5,0.0198,
4/05/2020 14:44,PORT MELBOURNE,VIC,3207,NEW NORFOLK,TAS,7140,1,1,0.0137,
4/05/2020 14:44,TRUGANINA,VIC,3029,FRANKSTON,VIC,3199,1,119.88,1.44,
4/05/2020 14:45,LANE COVE,NSW,2066,BENOWA,QLD,4217,4,30,0.1732,
4/05/2020 14:46,TRUGANINA,VIC,3029,MCGRATHS HILL,NSW,2756,1,6.15,0.0308,
4/05/2020 14:47,TRUGANINA,VIC,3029,MAROOCHYDORE,QLD,4558,1,0.16,0.0082,
4/05/2020 14:49,LANE COVE,NSW,2066,NORTH RYDE,NSW,2113,3,10,0.0329,
4/05/2020 14:49,TRUGANINA,VIC,3029,YARRAWONGA,VIC,3730,2,9.96,0.0844,
4/05/2020 14:50,BAYSWATER,VIC,3153,MELBOURNE,VIC,3000,1,3,0.0161,
4/05/2020 14:51,DANDENONG SOUTH,VIC,3175,CAMPBELLFIELD,VIC,3061,1,3,0.0012,
4/05/2020 14:51,TRUGANINA,VIC,3029,REDBANK,QLD,4301,1,7,0.0458,
4/05/2020 14:51,ROWVILLE,VIC,3178,GARBUTT,QLD,4814,1,13,0.0274,
4/05/2020 14:53,TRUGANINA,VIC,3029,BUNGALOW,QLD,4870,1,57.7,0.96,
4/05/2020 14:53,DANDENONG SOUTH,VIC,3175,GREENVALE,VIC,3059,1,3,0.0012,
4/05/2020 14:54,LANE COVE,NSW,2066,DANDENONG SOUTH,VIC,3175,1,36,0.144,
4/05/2020 14:55,TRUGANINA,VIC,3029,MONKLAND,QLD,4570,1,2.12,0.0308,
4/05/2020 14:55,TRUGANINA,VIC,3029,BRAITLING,NT,870,4,18.54,0.1574,
4/05/2020 14:56,TRUGANINA,VIC,3029,RYDALMERE,NSW,2116,1,149,1.236,
4/05/2020 14:56,TRUGANINA,VIC,3029,EMERALD,QLD,4720,1,7,0.0448,
4/05/2020 14:56,DANDENONG SOUTH,VIC,3175,PERTH AIRPORT,WA,6105,1,3,0.0012,
4/05/2020 14:56,HAZELMERE,WA,6055,CANNING VALE,WA,6155,1,0.96,0.0308,
4/05/2020 14:57,TRUGANINA,VIC,3029,BUNDAMBA,QLD,4304,2,17,0.1366,
4/05/2020 14:57,MOUNT WAVERLY,VIC,3149,ALBANY,WA,6330,1,3,0.0238,
4/05/2020 14:58,DANDENONG SOUTH,VIC,3175,WOOLLOONGABBA,QLD,4102,1,3,0.0012,
4/05/2020 14:59,KEYSBOROUGH,VIC,3173,BRAESIDE,VIC,3195,5,1755,8.64,
4/05/2020 15:00,KEYSBOROUGH,VIC,3173,KEYSBOROUGH,VIC,3173,8,47,0.1913,
4/05/2020 15:01,LANE COVE,NSW,2066,HEIDELBERG WEST,VIC,3081,2,38,0.1518,
4/05/2020 15:03,TRUGANINA,VIC,3029,AVALON BEACH,NSW,2107,3,26.38,0.2853,
4/05/2020 15:04,TRUGANINA,VIC,3029,COONABARABRAN,NSW,2357,1,1.11,0.0078,
4/05/2020 15:05,TRUGANINA,VIC,3029,BUNDABERG CENTRAL,QLD,4670,6,55.02,0.3126,
4/05/2020 15:06,DERRIMUT,VIC,3026,Mitchell,ACT,2911,2,530,2.6112,
4/05/2020 15:07,BRAESIDE,VIC,3195,MAROOCHYDORE,QLD,4558,1,5,0.033,
4/05/2020 15:08,TRUGANINA,VIC,3029,BILOELA,QLD,4715,4,36.68,0.2084,
4/05/2020 15:08,INGLEBURN,NSW,2565,ROCKVILLE,QLD,4350,1,1,0.0011,
4/05/2020 15:08,DANDENONG SOUTH,VIC,3175,SYDNEY,NSW,2000,1,25,0.008,
4/05/2020 15:08,KEYSBOROUGH,VIC,3173,GLENORCHY,TAS,7010,2,14,0.0382,
4/05/2020 15:09,MANSFIELD,QLD,4122,HERITAGE PARK,QLD,4118,1,2,0.0039,
4/05/2020 15:09,DANDENONG SOUTH,VIC,3175,FORTITUDE VALLEY,QLD,4006,1,3,0.0012,
4/05/2020 15:10,TRUGANINA,VIC,3029,FRANKSTON,VIC,3199,1,5.15,0.0308,
4/05/2020 15:11,DANDENONG SOUTH,VIC,3175,SOUTHBANK,VIC,3006,1,5,0.001,
4/05/2020 15:12,TRUGANINA,VIC,3029,MILDURA,VIC,3500,1,0.3,0.0078,
4/05/2020 15:13,TRUGANINA,VIC,3029,AIRPORT WEST,VIC,3042,1,16,0.1457,
4/05/2020 15:14,TRUGANINA,VIC,3029,BRIGHTON,SA,5048,6,46.09,0.3029,
4/05/2020 15:14,DANDENONG SOUTH,VIC,3175,RICHLANDS,QLD,4077,1,80,1.0951,
4/05/2020 15:14,DERRIMUT,VIC,3026,WAYVILLE,SA,5034,1,120,0.48,
4/05/2020 15:15,TRUGANINA,VIC,3029,TRAFALGAR,VIC,3824,1,0.24,0.0349,
4/05/2020 15:16,TRUGANINA,VIC,3029,CLAYTON,VIC,3168,1,16,0.1457,
4/05/2020 15:16,BAYSWATER,VIC,3153,BUNBURY,WA,6230,1,2,0.0063,
4/05/2020 15:17,PORT MELBOURNE,VIC,3207,BURLEIGH HEADS,QLD,4220,1,3.95,0.0573,
4/05/2020 15:20,MOUNT WAVERLY,VIC,3149,HEIDELBERG,VIC,3084,1,1,0.0071,
4/05/2020 15:20,BRAESIDE,VIC,3195,SMEATON GRANGE,NSW,2567,3,15,0.231,
4/05/2020 15:20,FRENCHS FOREST,NSW,2086,CROYDON,NSW,2132,1,1,0.0034,
4/05/2020 15:20,PORT MELBOURNE,VIC,3207,KEMPS CREEK,NSW,2178,1,7,0.0575,
4/05/2020 15:20,PORT MELBOURNE,VIC,3207,UPPER COOMERA,QLD,4209,1,1.2,0.012,
4/05/2020 15:21,EASTERN CREEK,NSW,2766,SEFTON PARK,SA,5083,1,1,0.0032,
4/05/2020 15:21,TRUGANINA,VIC,3029,NEW TOWN,SA,5554,1,1.42,0.0308,
4/05/2020 15:21,TRUGANINA,VIC,3029,CLAYTON,VIC,3168,1,71.47,0.96,
4/05/2020 15:22,DANDENONG SOUTH,VIC,3175,MOOLAP,VIC,3224,1,3,0.0012,
4/05/2020 15:22,TRUGANINA,VIC,3029,COLLINGWOOD,VIC,3066,1,0.2,0.0349,
4/05/2020 15:23,LANE COVE,NSW,2066,PARKVILLE,VIC,3052,1,1,0.0039,
4/05/2020 15:24,TRUGANINA,VIC,3029,NORMAN GARDENS,QLD,4701,4,951.73,6.24,
4/05/2020 15:26,MOUNT WAVERLY,VIC,3149,WOODVILLE,SA,5011,1,2,0.0094,
4/05/2020 15:27,TRUGANINA,VIC,3029,BLACKWOOD,SA,5051,5,42.48,0.2777,
4/05/2020 15:27,TRUGANINA,VIC,3029,FOUNTAIN GATE,VIC,3805,1,3.74,0.0308,
4/05/2020 15:27,TRUGANINA,VIC,3029,SMITHTON,TAS,7330,1,2.12,0.0308,
4/05/2020 15:27,BENNETTS GREEN,NSW,2290,COBBITTY,NSW,2570,1,5000,71.76,
4/05/2020 15:27,MOUNT WAVERLY,VIC,3149,HEIDELBERG,VIC,3084,1,3,0.0155,
4/05/2020 15:28,CAMPBELLFIELD,VIC,3061,SEVEN HILLS,NSW,2147,1,1,0.0032,
4/05/2020 15:30,TRUGANINA,VIC,3029,HUONVILLE,TAS,7109,1,2.12,0.0308,
4/05/2020 15:31,SPRINGVALE,VIC,3171,STRATFORD,QLD,4870,1,25,0.136,
4/05/2020 15:32,TRUGANINA,VIC,3029,GLEN IRIS,WA,6230,1,0.12,0.0173,
4/05/2020 15:33,TRUGANINA,VIC,3029,DENMAN,NSW,2328,1,0.05,0.0034,
4/05/2020 15:33,TRUGANINA,VIC,3029,MORNINGTON,TAS,7018,1,82,1.296,
4/05/2020 15:34,BAYSWATER,VIC,3153,WINGFIELD,SA,5013,1,7.5,0.098,
4/05/2020 15:34,KEYSBOROUGH,VIC,3173,FITZROY,VIC,3065,2,6,0.0364,
4/05/2020 15:37,LANE COVE,NSW,2066,NOBLE PARK,VIC,3174,1,3,0.0145,
4/05/2020 15:37,TRUGANINA,VIC,3029,KEPERRA,QLD,4054,1,262.86,1.8,
4/05/2020 15:38,TRUGANINA,VIC,3029,TRAFALGAR,VIC,3824,1,0.01,0.0034,
4/05/2020 15:40,AUBURN,NSW,2144,SOUTH MELBOURNE,VIC,3205,1,1,0.0039,
4/05/2020 15:41,LANE COVE,NSW,2066,MELBOURNE,VIC,3000,1,2,0.0164,
4/05/2020 15:42,BAYSWATER,VIC,3153,CAMELLIA,NSW,2142,1,7.5,0.098,
4/05/2020 15:42,HAZELMERE,WA,6055,JANDAKOT,WA,6164,2,153,1.3028,
4/05/2020 15:43,TRUGANINA,VIC,3029,NORTH GEELONG,VIC,3215,1,2.73,0.0308,
4/05/2020 15:43,TRUGANINA,VIC,3029,RICHMOND,QLD,4740,1,63.69,1.44,
4/05/2020 15:43,DERRIMUT,VIC,3026,KINGS PARK,NSW,2148,2,620,2.64,
4/05/2020 15:45,TRUGANINA,VIC,3029,GAWLER SOUTH,SA,5118,2,18.34,0.1042,
4/05/2020 15:46,TRUGANINA,VIC,3029,PRESTON,VIC,3072,1,0.31,0.0349,
4/05/2020 15:46,DERRIMUT,VIC,3026,ECHUCA,VIC,3564,1,45,0.48,
4/05/2020 15:46,CAMPBELLFIELD,VIC,3061,IDALIA,QLD,4811,4,68,0.1036,
4/05/2020 15:48,TRUGANINA,VIC,3029,STAFFORD,QLD,4053,2,212,1.613,
4/05/2020 15:50,TRUGANINA,VIC,3029,BALLARAT,VIC,3350,1,0.68,0.1324,
4/05/2020 15:51,LANE COVE,NSW,2066,KINGAROY,QLD,4610,1,8,0.0702,
4/05/2020 15:52,TRUGANINA,VIC,3029,REGENTVILLE,NSW,2745,1,63.69,1.44,
4/05/2020 15:54,INGLEBURN,NSW,2565,SILVERWATER,NSW,2128,6,48,0.0792,
4/05/2020 15:54,BAYSWATER,VIC,3153,CRONULLA,NSW,2230,1,3,0.0634,
4/05/2020 15:55,CAMPBELLFIELD,VIC,3061,MANUNDA,QLD,4870,1,12,0.0259,
4/05/2020 15:55,TRUGANINA,VIC,3029,CANNINGTON,WA,6107,1,7,0.0458,
4/05/2020 15:55,MOUNT WAVERLY,VIC,3149,WERRIBEE,VIC,3030,1,1,0.0071,
4/05/2020 15:55,PORT MELBOURNE,VIC,3207,CLAYTON,VIC,3168,1,1.95,0.0074,
4/05/2020 15:57,MOUNT WAVERLY,VIC,3149,HEIDELBERG WEST,VIC,3081,1,2,0.0092,
4/05/2020 15:58,TRUGANINA,VIC,3029,OCEAN GROVE,VIC,3226,1,0.05,0.0034,
4/05/2020 15:58,CHESTER HILL,NSW,2162,CARDIFF,NSW,2285,1,315,2.88,
4/05/2020 15:58,TRUGANINA,VIC,3029,PORT AUGUSTA,SA,5700,1,2.12,0.0308,
4/05/2020 15:59,TRUGANINA,VIC,3029,ROTHWELL,QLD,4022,1,1.25,0.1324,
4/05/2020 15:59,HEMMANT,QLD,4174,COLLINSVILLE,QLD,4804,2,3600,7.9802,
4/05/2020 15:59,TRUGANINA,VIC,3029,OURIMBAH,NSW,2258,2,18.34,0.1042,
4/05/2020 16:01,MOUNT WAVERLY,VIC,3149,NORTH ADELAIDE,SA,5006,2,14,0.0476,
4/05/2020 16:02,CAMPBELLFIELD,VIC,3061,DIREK,SA,5110,1,509,1.4825,
4/05/2020 16:02,MOUNT WAVERLY,VIC,3149,SUBIACO,WA,6008,1,1,0.0074,
4/05/2020 16:02,DANDENONG SOUTH,VIC,3175,RAYMOND TERRACE,NSW,2324,1,11,0.059,
4/05/2020 16:02,MOUNT WAVERLY,VIC,3149,CAMPERDOWN,NSW,2050,1,1,0.0071,
4/05/2020 16:02,TRUGANINA,VIC,3029,NEWTOWN,NSW,2042,1,0.57,0.0199,
4/05/2020 16:03,LANE COVE,NSW,2066,HEIDELBERG WEST,VIC,3081,1,2,0.0113,
4/05/2020 16:03,TRUGANINA,VIC,3029,RICHLANDS,QLD,4077,4,46.45,0.2734,
4/05/2020 16:03,TRUGANINA,VIC,3029,TAYLORS LAKES,VIC,3038,1,0.55,0.0078,
4/05/2020 16:03,PORT MELBOURNE,VIC,3207,LARAPINTA,QLD,4110,2,14.4,0.1092,
4/05/2020 16:03,TRUGANINA,VIC,3029,MIDLAND,WA,6056,2,17,0.1376,
4/05/2020 16:05,INGLEBURN,NSW,2565,DOCKLANDS,VIC,3008,1,3,0.0034,
4/05/2020 16:06,HAZELMERE,WA,6055,BALDIVIS,WA,6171,1,97.03,0.0308,
4/05/2020 16:06,CLAYTON,VIC,3168,GULFVIEW HEIGHTS,SA,5096,1,165,0.66,
4/05/2020 16:06,LANE COVE,NSW,2066,MELBOURNE,VIC,3000,1,10,0.092,
4/05/2020 16:06,INGLEBURN,NSW,2565,SOUTH WHARF,VIC,3006,1,3,0.0034,
4/05/2020 16:08,BAYSWATER,VIC,3153,ROCKLEA,QLD,4106,1,40,0.2138,
4/05/2020 16:09,TRUGANINA,VIC,3029,INDOOROOPILLY,QLD,4068,2,10.4,0.1404,
4/05/2020 16:10,TRUGANINA,VIC,3029,WARRAGUL,VIC,3820,1,0.17,0.0034,
4/05/2020 16:12,LANE COVE,NSW,2066,HERSTON,QLD,4006,1,2,0.0113,
4/05/2020 16:12,MOUNT WAVERLY,VIC,3149,LIVERPOOL,NSW,2170,1,1,0.0071,
4/05/2020 16:13,CLAYTON,VIC,3168,KARAWARA,WA,6152,1,35,0.598,
4/05/2020 16:13,TRUGANINA,VIC,3029,ALTONA NORTH,VIC,3025,2,370,2.736,
4/05/2020 16:14,TRUGANINA,VIC,3029,JOONDALUP,WA,6027,2,14,0.1384,
4/05/2020 16:15,BAYSWATER,VIC,3153,CAMDEN PARK,SA,5038,4,18.8,0.1996,
4/05/2020 16:15,HAZELMERE,WA,6055,BUNBURY,WA,6230,1,8.9,0.0837,
4/05/2020 16:16,BAYSWATER,VIC,3153,BLACKTOWN,NSW,2148,2,5.8,0.0838,
4/05/2020 16:16,BRAESIDE,VIC,3195,MULLUMBIMBY,NSW,2482,1,3,0.0131,
4/05/2020 16:17,PORT MELBOURNE,VIC,3207,BELMONT,VIC,3216,1,1,0.0074,
4/05/2020 16:17,PRESTONS,NSW,2170,TULLAMARINE,VIC,3043,1,1,0.0017,
4/05/2020 16:18,DANDENONG SOUTH,VIC,3175,WANGARATTA,VIC,3677,1,3,0.0012,
4/05/2020 16:18,LANE COVE,NSW,2066,LIVERPOOL,NSW,2170,2,40,0.0522,
4/05/2020 16:18,TRUGANINA,VIC,3029,PARKES,NSW,2870,1,4.57,0.0417,
4/05/2020 16:18,TRUGANINA,VIC,3029,BURDELL,QLD,4818,1,0.12,0.0173,
4/05/2020 16:19,MILPERRA,NSW,2214,MIDDLE CAMBERWELL,VIC,3124,1,3,0.0092,
4/05/2020 16:20,BAYSWATER,VIC,3153,NORTHMEAD,NSW,2152,6,17.4,0.2514,
4/05/2020 16:20,LANE COVE,NSW,2066,MACQUARIE PARK,NSW,2113,6,95,0.2077,
4/05/2020 16:20,TRUGANINA,VIC,3029,ROMA,QLD,4455,1,9.17,0.0521,
4/05/2020 16:22,TRUGANINA,VIC,3029,KINGSTON SE,SA,5275,1,2.14,0.0308,
4/05/2020 16:23,DANDENONG SOUTH,VIC,3175,MOUNT ELIZA,VIC,3930,1,5,0.001,
4/05/2020 16:23,LANE COVE,NSW,2066,BENOWA,QLD,4217,4,54,0.1364,
4/05/2020 16:24,MOUNT WAVERLY,VIC,3149,NORTH ADELAIDE,SA,5006,1,2,0.0324,
4/05/2020 16:24,TRUGANINA,VIC,3029,SOUTH NOWRA,NSW,2541,1,1.31,0.0308,
4/05/2020 16:26,MOUNT WAVERLY,VIC,3149,SCORESBY,VIC,3179,1,2,0.0092,
4/05/2020 16:28,TRUGANINA,VIC,3029,KADINA,SA,5554,1,6.7,0.0308,
4/05/2020 16:28,BRAESIDE,VIC,3195,MALAGA,WA,6090,1,5,0.033,
4/05/2020 16:28,DERRIMUT,VIC,3026,Mildura,VIC,3500,1,23,0.1186,
4/05/2020 16:30,LANE COVE,NSW,2066,HERSTON,QLD,4006,1,2,0.0113,
4/05/2020 16:31,BRAESIDE,VIC,3195,MASCOT,NSW,2020,1,2,0.0058,
4/05/2020 16:32,TRUGANINA,VIC,3029,PARAFIELD GARDENS,SA,5107,1,57.05,0.96,
4/05/2020 16:33,LANE COVE,NSW,2066,MURARRIE,QLD,4172,2,6,0.0412,
4/05/2020 16:33,TRUGANINA,VIC,3029,CARLTON,NSW,2218,1,0.44,0.0349,
4/05/2020 16:33,DANDENONG SOUTH,VIC,3175,PARKES,NSW,2870,1,2,0.0079,
4/05/2020 16:34,LANE COVE,NSW,2066,PERTH AIRPORT,WA,6000,1,3,0.0113,
4/05/2020 16:34,DERRIMUT,VIC,3026,Colac,VIC,3250,2,578,2.3069,
4/05/2020 16:35,BAYSWATER,VIC,3153,HORNSBY,NSW,2077,1,245,0.7761,
4/05/2020 16:36,TRUGANINA,VIC,3029,SWAN HILL,VIC,3585,1,6.15,0.0308,
4/05/2020 16:36,SPRINGVALE,VIC,3171,CASTLEMAINE,VIC,3450,1,550,2.057,
4/05/2020 16:36,BAYSWATER,VIC,3153,NARRABRI,NSW,2390,1,170,1.3141,
4/05/2020 16:37,MOUNT WAVERLY,VIC,3149,NEDLANDS,WA,6009,1,1,0.0071,
4/05/2020 16:37,TRUGANINA,VIC,3029,DUBBO,NSW,2830,4,36.68,0.2084,
4/05/2020 16:37,TRUGANINA,VIC,3029,HAMILTON,VIC,3300,1,9.17,0.0521,
4/05/2020 16:38,BRAESIDE,VIC,3195,REGENCY PARK,SA,5010,1,12,0.0549,
4/05/2020 16:38,TRUGANINA,VIC,3029,RICHMOND,QLD,4740,1,9.98,0.0837,
